Date,Open,High,Low,Close,Volume,return_1d,return_5d,realized_vol_20d
2021-03-30,306.249,307.25,303.955,306.672,45749558,-0.004993332489755309,-0.009118108913258371,0.28936623179299614
2021-03-31,308.454,312.935,308.123,311.355,56405870,0.015270386601972108,0.023251610358880237,0.27356166031420015
2021-04-01,315.209,316.798,314.955,316.662,57075235,0.017044852338969907,0.042505209859391435,0.26985678036242206
2021-04-05,319.16,323.766,316.729,322.995,43224889,0.019999242094094205,0.047668010600099286,0.27322232684345554
2021-04-06,322.678,324.728,321.983,322.766,34374130,-0.0007089893032399264,0.04722414190278745,0.246568919780758
2021-04-07,322.287,324.382,321.354,323.553,32846098,0.0024382989534212918,0.05504578181249009,0.21054253298493192
2021-04-08,326.412,327.1,325.61,326.914,30687971,0.010387788090359118,0.04997189703072036,0.21071395180043842
2021-04-09,325.553,329.111,324.818,328.903,37579865,0.006084168925160949,0.038656359146345354,0.19857686233104088
2021-04-12,327.854,328.893,326.571,328.473,26477676,-0.0013073763389206405,0.016960014860911254,0.1949502161492359
2021-04-13,330.011,332.777,329.797,332.308,31132016,0.0116752366252324,0.02956321297782294,0.19547647227705026
2021-04-14,332.549,332.677,327.493,328.316,43626530,-0.01201295183985951,0.014720926710616089,0.20278128502182066
2021-04-15,331.208,333.689,328.022,333.294,37249756,0.015162221761961137,0.019515835969092787,0.20763307683290236
2021-04-16,333.826,333.902,331.806,333.689,41879761,0.0011851398465019258,0.014551402693195215,0.16547253971594073
2021-04-19,332.11,333.265,328.699,330.629,35394901,-0.009170215380189362,0.006563705388266339,0.17265934007794626
2021-04-20,329.973,331.256,326.238,328.217,39032148,-0.007295185842742247,-0.012310868230677618,0.1679753220294427
2021-04-21,326.924,331.218,325.835,331.032,37511386,0.008576642891745312,0.008272517940033364,0.1669468519109692
2021-04-22,330.639,331.63,325.875,327.033,47082478,-0.012080403103023163,-0.018785216655565207,0.15998376352204255
2021-04-23,327.669,332.472,327.669,331.158,37323649,0.012613405986551918,-0.007584906904333111,0.16166262262047695
2021-04-26,331.403,333.601,330.649,333.314,31580879,0.006510487441040214,0.00812088473787842,0.15703121685255703
2021-04-27,333.61,333.826,330.913,331.874,34015369,-0.004320250574533335,0.01114201884728705,0.15911550501135227
2021-04-28,331.542,332.549,330.1,330.747,34454575,-0.0033958671061908863,-0.0008609439570795852,0.15804833081322545
2021-04-29,334.031,334.443,328.699,331.943,38649909,0.0036160569861554137,0.015013775368234894,0.15216691633920723
